,question_id,bundle_id,correct_answer,part,tags,tag_0,tag_1,tag_2,tag_3,tag_4,tag_5,tag,tag_num,c_rate,id,num,c_num,tag_group
10352,10352,10352,1,6,96,96,-1,-1,-1,-1,-1,['96'],1,0.771363542313263,10352,4833,3728,14
10353,10353,10352,1,6,159,159,-1,-1,-1,-1,-1,['159'],1,0.8147381494514593,10353,4831,3936,6
10354,10354,10352,3,6,89,89,-1,-1,-1,-1,-1,['89'],1,0.771363542313263,10354,4833,3728,14
10355,10355,10352,0,6,27,27,-1,-1,-1,-1,-1,['27'],1,0.8185392096006621,10355,4833,3956,19
10356,10356,10356,1,6,27,27,-1,-1,-1,-1,-1,['27'],1,0.9294502114571319,10356,5202,4835,19
10357,10357,10356,2,6,48,48,-1,-1,-1,-1,-1,['48'],1,0.8277585544021531,10357,5202,4306,14
10358,10358,10356,3,6,134,134,-1,-1,-1,-1,-1,['134'],1,0.8214148404459823,10358,5202,4273,6
10359,10359,10356,3,6,53,53,-1,-1,-1,-1,-1,['53'],1,0.9332948865820838,10359,5202,4855,14
10360,10360,10360,3,6,64,64,-1,-1,-1,-1,-1,['64'],1,0.7602339181286549,10360,5472,4160,14
10361,10361,10360,1,6,53,53,-1,-1,-1,-1,-1,['53'],1,0.3654970760233918,10361,5472,2000,7
10362,10362,10360,3,6,43,43,-1,-1,-1,-1,-1,['43'],1,0.9089912280701754,10362,5472,4974,14
10363,10363,10360,2,6,27,27,-1,-1,-1,-1,-1,['27'],1,0.8651315789473685,10363,5472,4734,19
10364,10364,10364,3,6,73,73,-1,-1,-1,-1,-1,['73'],1,0.3756837833068643,10364,5667,2129,7
10365,10365,10364,1,6,89,89,-1,-1,-1,-1,-1,['89'],1,0.21002470878926932,10365,5666,1190,7
10366,10366,10364,0,6,179,179,-1,-1,-1,-1,-1,['179'],1,0.5207340744662079,10366,5667,2951,6
10367,10367,10364,2,6,27,27,-1,-1,-1,-1,-1,['27'],1,0.8452170843628662,10367,5666,4789,19
10368,10368,10368,3,6,152,152,-1,-1,-1,-1,-1,['152'],1,0.6126577900743558,10368,5783,3543,6
10369,10369,10368,0,6,53,53,-1,-1,-1,-1,-1,['53'],1,0.8770534324744942,10369,5783,5072,14
10370,10370,10368,2,6,27,27,-1,-1,-1,-1,-1,['27'],1,0.6609026456856303,10370,5783,3822,19
10371,10371,10368,0,6,96,96,-1,-1,-1,-1,-1,['96'],1,0.867196956596922,10371,5783,5015,14
10372,10372,10372,2,6,73,73,-1,-1,-1,-1,-1,['73'],1,0.6795352323838081,10372,5336,3626,1
10373,10373,10372,0,6,47,47,-1,-1,-1,-1,-1,['47'],1,0.7336956521739131,10373,5336,3915,19
10374,10374,10372,2,6,27,27,-1,-1,-1,-1,-1,['27'],1,0.8050974512743628,10374,5336,4296,19
10375,10375,10372,2,6,73,73,-1,-1,-1,-1,-1,['73'],1,0.6296851574212894,10375,5336,3360,1
10376,10376,10376,2,6,64,64,-1,-1,-1,-1,-1,['64'],1,0.7197225680241863,10376,5623,4047,1
10377,10377,10376,0,6,27,27,-1,-1,-1,-1,-1,['27'],1,0.9059053717538242,10377,5622,5093,19
10378,10378,10376,2,6,73,73,-1,-1,-1,-1,-1,['73'],1,0.3408039843472074,10378,5622,1916,7
10379,10379,10376,3,6,109,109,-1,-1,-1,-1,-1,['109'],1,0.6437210956954821,10379,5622,3619,1
10380,10380,10380,2,6,27,27,-1,-1,-1,-1,-1,['27'],1,0.7560869565217392,10380,4600,3478,19
10381,10381,10380,1,6,64,64,-1,-1,-1,-1,-1,['64'],1,0.878695652173913,10381,4600,4042,14
10382,10382,10380,0,6,179,179,-1,-1,-1,-1,-1,['179'],1,0.688695652173913,10382,4600,3168,6
10383,10383,10380,2,6,53,53,-1,-1,-1,-1,-1,['53'],1,0.7943478260869565,10383,4600,3654,14
10384,10384,10384,3,1,131 101 92,131,101,92,-1,-1,-1,"['131', '101', '92']",3,0.9790035587188612,10384,5620,5502,2
10385,10385,10385,3,1,10 70 29,10,70,29,-1,-1,-1,"['10', '70', '29']",3,0.9368206521739131,10385,5888,5516,15
10386,10386,10386,3,1,10 70 38,10,70,38,-1,-1,-1,"['10', '70', '38']",3,0.6318637274549098,10386,9980,6306,15
10387,10387,10387,3,1,131 99 81,131,99,81,-1,-1,-1,"['131', '99', '81']",3,0.528691781910666,10387,12582,6652,11
10388,10388,10388,0,1,10 94 92,10,94,92,-1,-1,-1,"['10', '94', '92']",3,0.8069527764959237,10388,6501,5246,15
10389,10389,10389,3,1,131 187 29,131,187,29,-1,-1,-1,"['131', '187', '29']",3,0.7732881355932203,10389,7375,5703,2
10390,10390,10390,0,1,131 13 38,131,13,38,-1,-1,-1,"['131', '13', '38']",3,0.35253122945430637,10390,15210,5362,11
10391,10391,10391,2,1,10 164 81,10,164,81,-1,-1,-1,"['10', '164', '81']",3,0.6992451847995835,10391,7684,5373,15
10392,10392,10392,3,1,131 99 92,131,99,92,-1,-1,-1,"['131', '99', '92']",3,0.9324279562769129,10392,6038,5630,2
10393,10393,10393,2,1,9 10 29,9,10,29,-1,-1,-1,"['9', '10', '29']",3,0.6415158371040725,10393,8840,5671,15
10394,10394,10394,2,1,131 5 38,131,5,38,-1,-1,-1,"['131', '5', '38']",3,0.7954545454545454,10394,7128,5670,12
10395,10395,10395,2,1,51 131 81,51,131,81,-1,-1,-1,"['51', '131', '81']",3,0.7921435199505104,10395,6466,5122,15
10396,10396,10396,0,1,10 164 92,10,164,92,-1,-1,-1,"['10', '164', '92']",3,0.9204878048780488,10396,6150,5661,15
10397,10397,10397,0,1,131 5 29,131,5,29,-1,-1,-1,"['131', '5', '29']",3,0.5929997756338344,10397,8914,5286,12
10398,10398,10398,1,1,9 10 38,9,10,38,-1,-1,-1,"['9', '10', '38']",3,0.6379891543309395,10398,6823,4353,15
10399,10399,10399,3,1,131 111 81,131,111,81,-1,-1,-1,"['131', '111', '81']",3,0.9420386409060626,10399,6004,5656,2
10400,10400,10400,2,1,131 5 92,131,5,92,-1,-1,-1,"['131', '5', '92']",3,0.9847533632286996,10400,5575,5490,9
10401,10401,10401,0,1,10 178 29,10,178,29,-1,-1,-1,"['10', '178', '29']",3,0.8510262989095574,10401,6236,5307,15
10402,10402,10402,0,1,131 101 38,131,101,38,-1,-1,-1,"['131', '101', '38']",3,0.8467426964536792,10402,6401,5420,2
10403,10403,10403,1,1,131 99 81,131,99,81,-1,-1,-1,"['131', '99', '81']",3,0.9404414151249594,10403,6162,5795,2
10404,10404,10404,1,1,10 70 38,10,70,38,-1,-1,-1,"['10', '70', '38']",3,0.8374282067645182,10404,6268,5249,15
10405,10405,10405,0,1,131 5 81,131,5,81,-1,-1,-1,"['131', '5', '81']",3,0.6163420999799237,10405,9962,6140,11
10406,10406,10406,0,1,131 5 92,131,5,92,-1,-1,-1,"['131', '5', '92']",3,0.9704777241009125,10406,5589,5424,9
10407,10407,10407,2,1,131 93 29,131,93,29,-1,-1,-1,"['131', '93', '29']",3,0.7689388410451029,10407,6851,5268,2
10408,10408,10408,1,1,51 131 38,51,131,38,-1,-1,-1,"['51', '131', '38']",3,0.8934747145187601,10408,6130,5477,15
10409,10409,10409,3,1,51 131 81,51,131,81,-1,-1,-1,"['51', '131', '81']",3,0.3513770826249575,10409,14705,5167,11
10410,10410,10410,0,1,131 101 92,131,101,92,-1,-1,-1,"['131', '101', '92']",3,0.9691457107187444,10410,5607,5434,2
10411,10411,10411,1,1,131 101 29,131,101,29,-1,-1,-1,"['131', '101', '29']",3,0.4210660113549699,10411,11801,4969,11
10412,10412,10412,0,1,10 178 38,10,178,38,-1,-1,-1,"['10', '178', '38']",3,0.8697799730579254,10412,6681,5811,15
10413,10413,10413,3,1,131 187 81,131,187,81,-1,-1,-1,"['131', '187', '81']",3,0.47235839806923596,10413,13259,6263,11
10414,10414,10414,2,1,10 178 92,10,178,92,-1,-1,-1,"['10', '178', '92']",3,0.8628656914893617,10414,6016,5191,15
10415,10415,10415,1,1,131 111 29,131,111,29,-1,-1,-1,"['131', '111', '29']",3,0.4508209787980233,10415,12546,5656,11
10416,10416,10416,3,1,131 149 38,131,149,38,-1,-1,-1,"['131', '149', '38']",3,0.9815841230109065,10416,5593,5490,2
10417,10417,10417,3,1,131 93 81,131,93,81,-1,-1,-1,"['131', '93', '81']",3,0.9776754075124026,10417,5644,5518,2
10418,10418,10418,0,1,10 164 92,10,164,92,-1,-1,-1,"['10', '164', '92']",3,0.5961703343812518,10418,10497,6258,15
10419,10419,10419,0,1,131 68 29,131,68,29,-1,-1,-1,"['131', '68', '29']",3,0.7599252685660907,10419,10705,8135,12
10420,10420,10420,1,1,131 187 38,131,187,38,-1,-1,-1,"['131', '187', '38']",3,0.9247082031892159,10420,6083,5625,2
10421,10421,10421,1,1,10 70 81,10,70,81,-1,-1,-1,"['10', '70', '81']",3,0.44182791272128447,10421,12145,5366,15
10422,10422,10422,0,1,131 149 92,131,149,92,-1,-1,-1,"['131', '149', '92']",3,0.6320254506892895,10422,10373,6556,2
10423,10423,10423,1,1,131 104 29,131,104,29,-1,-1,-1,"['131', '104', '29']",3,0.7847971987160782,10423,6854,5379,2
10424,10424,10424,3,1,131 5 38,131,5,38,-1,-1,-1,"['131', '5', '38']",3,0.6860116925709396,10424,7013,4811,12
10425,10425,10425,3,1,10 164 81,10,164,81,-1,-1,-1,"['10', '164', '81']",3,0.9838921761998685,10425,6084,5986,15
10426,10426,10426,1,1,131 5 92,131,5,92,-1,-1,-1,"['131', '5', '92']",3,0.5680920288171043,10426,8606,4889,11
10427,10427,10427,0,1,131 104 29,131,104,29,-1,-1,-1,"['131', '104', '29']",3,0.9407826982492276,10427,5826,5481,2
10428,10428,10428,0,1,131 5 38,131,5,38,-1,-1,-1,"['131', '5', '38']",3,0.9401334269662921,10428,5696,5355,12
10429,10429,10429,1,1,10 94 81,10,94,81,-1,-1,-1,"['10', '94', '81']",3,0.6688265786993403,10429,8488,5677,15
10430,10430,10430,3,1,9 10 92,9,10,92,-1,-1,-1,"['9', '10', '92']",3,0.9221114167812929,10430,5816,5363,15
10431,10431,10431,2,1,131 104 29,131,104,29,-1,-1,-1,"['131', '104', '29']",3,0.7620375985445724,10431,8245,6283,2
10432,10432,10432,2,1,10 70 38,10,70,38,-1,-1,-1,"['10', '70', '38']",3,0.9271373056994818,10432,6176,5726,15
10433,10433,10433,0,1,131 40 81,131,40,81,-1,-1,-1,"['131', '40', '81']",3,0.9625909248354694,10433,5774,5558,9
10434,10434,10434,2,1,131 130 38,131,130,38,-1,-1,-1,"['131', '130', '38']",3,0.873366521468575,10434,6428,5614,2
10435,10435,10435,0,1,10 70 81,10,70,81,-1,-1,-1,"['10', '70', '81']",3,0.8704663212435233,10435,6755,5880,15
10436,10436,10436,3,1,10 70 92,10,70,92,-1,-1,-1,"['10', '70', '92']",3,0.7322741596638656,10436,7616,5577,15
10437,10437,10437,1,1,131 104 29,131,104,29,-1,-1,-1,"['131', '104', '29']",3,0.9570488396259093,10437,5774,5526,2
10438,10438,10438,0,1,131 101 38,131,101,38,-1,-1,-1,"['131', '101', '38']",3,0.7345397734669965,10438,7681,5642,2
10439,10439,10439,2,1,131 101 81,131,101,81,-1,-1,-1,"['131', '101', '81']",3,0.9819835890117731,10439,5606,5505,2
10440,10440,10440,0,1,51 131 92,51,131,92,-1,-1,-1,"['51', '131', '92']",3,0.9905792044661549,10440,5732,5678,15
10441,10441,10441,1,1,131 13 29,131,13,29,-1,-1,-1,"['131', '13', '29']",3,0.7052412441831987,10441,8166,5759,12
10442,10442,10442,0,1,10 70 38,10,70,38,-1,-1,-1,"['10', '70', '38']",3,0.8278018278018278,10442,6237,5163,15
10443,10443,10443,2,1,51 131 81,51,131,81,-1,-1,-1,"['51', '131', '81']",3,0.9080284552845529,10443,5904,5361,15
10444,10444,10444,0,1,131 104 81,131,104,81,-1,-1,-1,"['131', '104', '81']",3,0.9203450025367833,10444,5913,5442,2
10445,10445,10445,1,1,131 130 92,131,130,92,-1,-1,-1,"['131', '130', '92']",3,0.9807592303692148,10445,5769,5658,2
10446,10446,10446,0,1,131 149 29,131,149,29,-1,-1,-1,"['131', '149', '29']",3,0.9784965666787134,10446,5534,5415,2
10447,10447,10447,3,1,61 110 38,61,110,38,-1,-1,-1,"['61', '110', '38']",3,0.3020011771630371,10447,16990,5131,11
10448,10448,10448,2,1,131 93 81,131,93,81,-1,-1,-1,"['131', '93', '81']",3,0.8710542929292929,10448,6336,5519,2
10449,10449,10449,1,1,9 10 92,9,10,92,-1,-1,-1,"['9', '10', '92']",3,0.9006713720089516,10449,5809,5232,15
10450,10450,10450,1,1,131 149 29,131,149,29,-1,-1,-1,"['131', '149', '29']",3,0.946160483175151,10450,5795,5483,2
10451,10451,10451,0,1,131 111 38,131,111,38,-1,-1,-1,"['131', '111', '38']",3,0.9866529774127311,10451,5844,5766,2
10452,10452,10452,0,1,9 10 81,9,10,81,-1,-1,-1,"['9', '10', '81']",3,0.9575904448675784,10452,5777,5532,15
10453,10453,10453,3,1,131 36 38,131,36,38,-1,-1,-1,"['131', '36', '38']",3,0.9021366824335345,10453,6131,5531,12
10454,10454,10454,0,1,131 111 92,131,111,92,-1,-1,-1,"['131', '111', '92']",3,0.9762945527908541,10454,5948,5807,2
10455,10455,10455,2,1,131 111 102,131,111,102,-1,-1,-1,"['131', '111', '102']",3,0.7154621302416296,10455,9229,6603,2
10456,10456,10456,1,1,131 5 38,131,5,38,-1,-1,-1,"['131', '5', '38']",3,0.946551420003528,10456,5669,5366,12
10457,10457,10457,3,1,51 131 102,51,131,102,-1,-1,-1,"['51', '131', '102']",3,0.3358168881729091,10457,14898,5003,11
10458,10458,10458,2,1,131 99 81,131,99,81,-1,-1,-1,"['131', '99', '81']",3,0.8107627002601671,10458,7303,5921,2
10459,10459,10459,1,1,10 94 92,10,94,92,-1,-1,-1,"['10', '94', '92']",3,0.6440117093038055,10459,7857,5060,15
10460,10460,10460,3,1,131 36 29,131,36,29,-1,-1,-1,"['131', '36', '29']",3,0.7996606471942794,10460,8251,6598,12
10461,10461,10461,3,1,10 178 38,10,178,38,-1,-1,-1,"['10', '178', '38']",3,0.7708041468198374,10461,7138,5502,15
10462,10462,10462,0,1,10 164 81,10,164,81,-1,-1,-1,"['10', '164', '81']",3,0.7908545727136432,10462,6670,5275,15
10463,10463,10463,1,1,9 10 92,9,10,92,-1,-1,-1,"['9', '10', '92']",3,0.8075928697782011,10463,7349,5935,15
10464,10464,10464,0,1,10 178 29,10,178,29,-1,-1,-1,"['10', '178', '29']",3,0.6516153174504179,10464,8017,5224,15
10465,10465,10465,3,1,9 10 38,9,10,38,-1,-1,-1,"['9', '10', '38']",3,0.9125359499238708,10465,5911,5394,15
10466,10466,10466,2,1,131 130 81,131,130,81,-1,-1,-1,"['131', '130', '81']",3,0.9325533379215416,10466,5812,5420,2
10467,10467,10467,0,1,9 10 92,9,10,92,-1,-1,-1,"['9', '10', '92']",3,0.6831350594821554,10467,7145,4881,15
10468,10468,10468,3,1,131 130 92,131,130,92,-1,-1,-1,"['131', '130', '92']",3,0.9322033898305084,10468,6018,5610,2
10469,10469,10469,2,1,51 131 29,51,131,29,-1,-1,-1,"['51', '131', '29']",3,0.769524562096668,10469,7593,5843,15
10470,10470,10470,0,1,131 99 38,131,99,38,-1,-1,-1,"['131', '99', '38']",3,0.7698363882396358,10470,8129,6258,2
10471,10471,10471,3,1,131 101 81,131,101,81,-1,-1,-1,"['131', '101', '81']",3,0.9099448337557775,10471,6707,6103,2
10472,10472,10472,0,1,9 10 92,9,10,92,-1,-1,-1,"['9', '10', '92']",3,0.931841475913905,10472,5854,5455,15
10473,10473,10473,0,1,9 10 29,9,10,29,-1,-1,-1,"['9', '10', '29']",3,0.8790905959352394,10473,5806,5104,15
10474,10474,10474,1,1,10 94 38,10,94,38,-1,-1,-1,"['10', '94', '38']",3,0.7601124472903327,10474,6403,4867,15
10475,10475,10475,3,1,131 5 81,131,5,81,-1,-1,-1,"['131', '5', '81']",3,0.6943335993615323,10475,7518,5220,9
10476,10476,10476,2,1,131 101 92,131,101,92,-1,-1,-1,"['131', '101', '92']",3,0.9326109041652557,10476,5906,5508,2
10477,10477,10477,0,1,131 149 29,131,149,29,-1,-1,-1,"['131', '149', '29']",3,0.9794653921047973,10477,5649,5533,2
10478,10478,10478,1,1,131 101 92,131,101,92,-1,-1,-1,"['131', '101', '92']",3,0.8620358514724712,10478,6248,5386,2
10479,10479,10479,0,1,131 187 29,131,187,29,-1,-1,-1,"['131', '187', '29']",3,0.8785266457680251,10479,6380,5605,2
10480,10480,10480,2,1,131 5 38,131,5,38,-1,-1,-1,"['131', '5', '38']",3,0.9621251972645976,10480,5703,5487,12
10481,10481,10481,3,1,131 101 81,131,101,81,-1,-1,-1,"['131', '101', '81']",3,0.5353356890459364,10481,10754,5757,11
10482,10482,10482,0,1,131 93 92,131,93,92,-1,-1,-1,"['131', '93', '92']",3,0.9004493605254061,10482,5786,5210,2
10483,10483,10483,1,1,9 10 29,9,10,29,-1,-1,-1,"['9', '10', '29']",3,0.8205042016806723,10483,5950,4882,15
10484,10484,10484,0,1,10 164 38,10,164,38,-1,-1,-1,"['10', '164', '38']",3,0.7931292008961912,10484,6695,5310,15
10485,10485,10485,1,1,10 70 81,10,70,81,-1,-1,-1,"['10', '70', '81']",3,0.7930984274898079,10485,6868,5447,15
10486,10486,10486,1,1,131 130 92,131,130,92,-1,-1,-1,"['131', '130', '92']",3,0.9177045562036891,10486,6343,5821,2
10487,10487,10487,2,1,131 99 29,131,99,29,-1,-1,-1,"['131', '99', '29']",3,0.7666584402764067,10487,8104,6213,2
10488,10488,10488,1,1,10 70 92,10,70,92,-1,-1,-1,"['10', '70', '92']",3,0.7542364282090309,10488,9855,7433,15
10489,10489,10489,2,1,131 99 29,131,99,29,-1,-1,-1,"['131', '99', '29']",3,0.9623012620881822,10489,6101,5871,2
10490,10490,10490,2,1,51 131 38,51,131,38,-1,-1,-1,"['51', '131', '38']",3,0.8870857533310557,10490,5854,5193,15
10491,10491,10491,3,1,131 101 81,131,101,81,-1,-1,-1,"['131', '101', '81']",3,0.9266461958375981,10491,5862,5432,2
10492,10492,10492,3,1,10 94 92,10,94,92,-1,-1,-1,"['10', '94', '92']",3,0.6765060240963855,10492,8300,5615,15
10493,10493,10493,3,1,131 40 29,131,40,29,-1,-1,-1,"['131', '40', '29']",3,0.9735314207650273,10493,5856,5701,12
10494,10494,10494,1,1,10 94 38,10,94,38,-1,-1,-1,"['10', '94', '38']",3,0.7573861661452902,10494,8631,6537,15
10495,10495,10495,3,1,131 93 81,131,93,81,-1,-1,-1,"['131', '93', '81']",3,0.9303440013691596,10495,5843,5436,2
10496,10496,10496,0,1,10 94 92,10,94,92,-1,-1,-1,"['10', '94', '92']",3,0.6951393852751966,10496,8394,5835,15
10497,10497,10497,1,1,131 99 29,131,99,29,-1,-1,-1,"['131', '99', '29']",3,0.9136363636363637,10497,6160,5628,2
10498,10498,10498,2,1,131 40 38,131,40,38,-1,-1,-1,"['131', '40', '38']",3,0.7757506651463322,10498,7893,6123,12
10499,10499,10499,3,1,9 10 81,9,10,81,-1,-1,-1,"['9', '10', '81']",3,0.8346813329019734,10499,6182,5160,15
10500,10500,10500,0,1,131 149 92,131,149,92,-1,-1,-1,"['131', '149', '92']",3,0.984377838328792,10500,5505,5419,2
10501,10501,10501,3,1,131 5 29,131,5,29,-1,-1,-1,"['131', '5', '29']",3,0.729191616766467,10501,6680,4871,12
10502,10502,10502,1,1,9 10 38,9,10,38,-1,-1,-1,"['9', '10', '38']",3,0.9699391833188532,10502,5755,5582,15
10503,10503,10503,1,1,131 99 81,131,99,81,-1,-1,-1,"['131', '99', '81']",3,0.798178852949171,10503,7358,5873,2
10504,10504,10504,0,1,131 5 92,131,5,92,-1,-1,-1,"['131', '5', '92']",3,0.9759859772129711,10504,5705,5568,9
10505,10505,10505,2,1,131 5 29,131,5,29,-1,-1,-1,"['131', '5', '29']",3,0.9305389221556887,10505,5845,5439,12
10506,10506,10506,1,1,9 10 38,9,10,38,-1,-1,-1,"['9', '10', '38']",3,0.7496405176545774,10506,6259,4692,15
10507,10507,10507,3,1,10 94 81,10,94,81,-1,-1,-1,"['10', '94', '81']",3,0.8024534013063566,10507,6277,5037,15
10508,10508,10508,2,1,131 104 92,131,104,92,-1,-1,-1,"['131', '104', '92']",3,0.7780017276130147,10508,6946,5404,2
10509,10509,10509,0,1,131 93 29,131,93,29,-1,-1,-1,"['131', '93', '29']",3,0.805517618137121,10509,7322,5898,2
10510,10510,10510,1,1,131 187 38,131,187,38,-1,-1,-1,"['131', '187', '38']",3,0.9544655414908579,10510,5688,5429,2
10511,10511,10511,3,1,131 5 81,131,5,81,-1,-1,-1,"['131', '5', '81']",3,0.9063032367972743,10511,5870,5320,9
10512,10512,10512,0,1,131 187 92,131,187,92,-1,-1,-1,"['131', '187', '92']",3,0.7296115898588735,10512,8007,5842,2
10513,10513,10513,1,1,131 5 29,131,5,29,-1,-1,-1,"['131', '5', '29']",3,0.8417382844170586,10513,6167,5191,12
10514,10514,10514,1,1,61 110 38,61,110,38,-1,-1,-1,"['61', '110', '38']",3,0.7929895859791719,10514,7874,6244,15
10515,10515,10515,1,1,10 164 81,10,164,81,-1,-1,-1,"['10', '164', '81']",3,0.9510667118184897,10515,5906,5617,15
10516,10516,10516,2,1,10 178 92,10,178,92,-1,-1,-1,"['10', '178', '92']",3,0.8332263242375602,10516,6230,5191,15
10517,10517,10517,0,1,131 149 29,131,149,29,-1,-1,-1,"['131', '149', '29']",3,0.9373195175811109,10517,5887,5518,2
10518,10518,10518,2,1,61 110 38,61,110,38,-1,-1,-1,"['61', '110', '38']",3,0.35234412759787337,10518,14483,5103,11
10519,10519,10519,1,1,9 10 81,9,10,81,-1,-1,-1,"['9', '10', '81']",3,0.772894358318683,10519,6257,4836,15
10520,10520,10520,2,1,9 10 92,9,10,92,-1,-1,-1,"['9', '10', '92']",3,0.7279369627507163,10520,6980,5081,15
10521,10521,10521,0,1,9 10 29,9,10,29,-1,-1,-1,"['9', '10', '29']",3,0.9426455390974854,10521,5806,5473,15
10522,10522,10522,2,1,10 178 38,10,178,38,-1,-1,-1,"['10', '178', '38']",3,0.8881723812519661,10522,6358,5647,15
10523,10523,10523,1,1,131 36 81,131,36,81,-1,-1,-1,"['131', '36', '81']",3,0.59742534372537,10523,11419,6822,11
10524,10524,10524,0,1,10 111 92,10,111,92,-1,-1,-1,"['10', '111', '92']",3,0.8375069560378409,10524,7188,6020,15
10525,10525,10525,1,1,131 13 29,131,13,29,-1,-1,-1,"['131', '13', '29']",3,0.8783391848572737,10525,6551,5754,12
10526,10526,10526,1,1,131 149 38,131,149,38,-1,-1,-1,"['131', '149', '38']",3,0.9551304969610297,10526,5594,5343,2
10527,10527,10527,3,1,131 5 81,131,5,81,-1,-1,-1,"['131', '5', '81']",3,0.9052808046940486,10527,5965,5400,9
10528,10528,10528,2,1,131 99 38,131,99,38,-1,-1,-1,"['131', '99', '38']",3,0.8793240873585206,10528,6273,5516,2
10529,10529,10529,1,1,131 149 81,131,149,81,-1,-1,-1,"['131', '149', '81']",3,0.5326292289198008,10529,11646,6203,11
10530,10530,10530,0,1,131 149 92,131,149,92,-1,-1,-1,"['131', '149', '92']",3,0.9698654708520179,10530,5575,5407,2
10531,10531,10531,1,1,9 10 29,9,10,29,-1,-1,-1,"['9', '10', '29']",3,0.8579970104633782,10531,6021,5166,15
10532,10532,10532,0,1,10 164 38,10,164,38,-1,-1,-1,"['10', '164', '38']",3,0.8394516374714395,10532,6565,5511,15
10533,10533,10533,3,1,51 131 81,51,131,81,-1,-1,-1,"['51', '131', '81']",3,0.7877167630057803,10533,6920,5451,15
10534,10534,10534,2,1,10 94 92,10,94,92,-1,-1,-1,"['10', '94', '92']",3,0.5531034482758621,10534,7975,4411,15
10535,10535,10535,3,1,131 130 29,131,130,29,-1,-1,-1,"['131', '130', '29']",3,0.9793115438108484,10535,5752,5633,2
10536,10536,10536,3,1,131 99 38,131,99,38,-1,-1,-1,"['131', '99', '38']",3,0.9442939383677617,10536,5906,5577,2
10537,10537,10537,0,1,10 94 81,10,94,81,-1,-1,-1,"['10', '94', '81']",3,0.8678979496008765,10537,6389,5545,15
10538,10538,10538,2,1,131 40 29,131,40,29,-1,-1,-1,"['131', '40', '29']",3,0.9338368084058447,10538,6091,5688,12
10539,10539,10539,1,1,131 187 38,131,187,38,-1,-1,-1,"['131', '187', '38']",3,0.9187018521553844,10539,6101,5605,2
10540,10540,10540,3,1,131 101 81,131,101,81,-1,-1,-1,"['131', '101', '81']",3,0.7669529547493911,10540,7801,5983,2
10541,10541,10541,2,1,10 164 92,10,164,92,-1,-1,-1,"['10', '164', '92']",3,0.8808281708509944,10541,6134,5403,15
10542,10542,10542,3,1,61 110 29,61,110,29,-1,-1,-1,"['61', '110', '29']",3,0.9020640569395018,10542,7025,6337,15
10543,10543,10543,2,1,131 149 38,131,149,38,-1,-1,-1,"['131', '149', '38']",3,0.7830638594858672,10543,8597,6732,2
10544,10544,10544,1,1,131 93 81,131,93,81,-1,-1,-1,"['131', '93', '81']",3,0.9170587210315386,10544,5739,5263,2
10545,10545,10545,1,1,131 187 92,131,187,92,-1,-1,-1,"['131', '187', '92']",3,0.7662307603286657,10545,8641,6621,2
10546,10546,10546,3,1,9 10 29,9,10,29,-1,-1,-1,"['9', '10', '29']",3,0.8615047233468286,10546,5928,5107,15
10547,10547,10547,0,1,131 149 38,131,149,38,-1,-1,-1,"['131', '149', '38']",3,0.8813008130081301,10547,6150,5420,2
10548,10548,10548,0,1,10 164 92,10,164,92,-1,-1,-1,"['10', '164', '92']",3,0.7736194075338291,10548,8203,6346,15
10549,10549,10549,3,1,9 10 29,9,10,29,-1,-1,-1,"['9', '10', '29']",3,0.9521472392638037,10549,5705,5432,15
10550,10550,10550,1,1,61 110 38,61,110,38,-1,-1,-1,"['61', '110', '38']",3,0.7678352202973674,10550,7331,5629,15
10551,10551,10551,2,1,51 131 81,51,131,81,-1,-1,-1,"['51', '131', '81']",3,0.8710201429499675,10551,6156,5362,15
10552,10552,10552,1,1,131 187 92,131,187,92,-1,-1,-1,"['131', '187', '92']",3,0.9762482662968099,10552,5768,5631,2
10553,10553,10553,0,1,131 99 29,131,99,29,-1,-1,-1,"['131', '99', '29']",3,0.8645316493760337,10553,6651,5750,2
10554,10554,10554,1,1,131 93 38,131,93,38,-1,-1,-1,"['131', '93', '38']",3,0.822015503875969,10554,6450,5302,2
10555,10555,10555,0,1,9 10 81,9,10,81,-1,-1,-1,"['9', '10', '81']",3,0.8804075496909972,10555,5987,5271,15
10556,10556,10556,1,1,9 10 92,9,10,92,-1,-1,-1,"['9', '10', '92']",3,0.7542254613118313,10556,6449,4864,15
10557,10557,10557,0,1,131 5 29,131,5,29,-1,-1,-1,"['131', '5', '29']",3,0.9798161830960533,10557,5549,5437,12
10558,10558,10558,0,1,131 40 38,131,40,38,-1,-1,-1,"['131', '40', '38']",3,0.9757170795306388,10558,6136,5987,12
10559,10559,10559,2,1,51 131 81,51,131,81,-1,-1,-1,"['51', '131', '81']",3,0.9057558507273877,10559,6324,5728,15
10560,10560,10560,2,1,9 10 92,9,10,92,-1,-1,-1,"['9', '10', '92']",3,0.7558158190277555,10560,6233,4711,15
10561,10561,10561,3,1,9 10 29,9,10,29,-1,-1,-1,"['9', '10', '29']",3,0.9688635184224182,10561,5781,5601,15
10562,10562,10562,3,1,10 178 38,10,178,38,-1,-1,-1,"['10', '178', '38']",3,0.9147605726509791,10562,6077,5559,15
10563,10563,10563,2,1,131 187 81,131,187,81,-1,-1,-1,"['131', '187', '81']",3,0.958970792767733,10563,5752,5516,2
